"id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount"
"Rcrmewjdlb0","48358","2738","190","0","1084"
"GTJSbIxq7HY","31666","1001","21","0","393"
"0n1yMZfqcqc","43054","1917","236","0","805"
"qLJYbFlSxOw","25250","1027","24","0","383"
"PSYsQtoht9U","21045","1364","126","0","323"
"huPFOoieygE","31999","1297","69","0","571"
"DwN0WmKBtuk","13405","658","18","0","277"
"VvQyExiMYVk","37486","2120","43","0","414"
"Tt5FjlMpNEM","12084","679","8","0","106"
"x0SwGNjiZ80","17867","1571","126","0","461"
"bO3vYHdNkSQ","10208","531","14","0","64"
"P-tHE-4VZCA","36845","1989","97","0","813"
"fIcJsS6LDmo","10167","721","15","0","256"
"Jbdb9xgqry4","13962","578","28","0","197"
"oYtZMo6dPNo","19801","1197","55","0","405"
"t_mfXzwheTM","15517","914","33","0","121"
"BPOtILp5Hgw","27235","2155","363","0","465"
"DdlJ4GXfWfk","91349","5136","596","0","1356"
"K2G74Sn3www","47361","1737","70","0","808"
"Dr9zSKYVxDY","71755","1899","74","0","1037"
"3b9VwVeO6PE","6695","139","13","0","40"
"_8Im3oTQeus","5670","481","31","0","119"
"aF3CWiDpYHw","156249","7283","1028","0","3969"
"RbPMAwCoX3o","5443","311","8","0","124"
"1ESYUt2abzI","3305","118","10","0","29"
"86K4MmcqIcU","50706","2815","198","0","857"
"l7IkJtCdXrE","9283","735","7","0","345"
"ptzcB5Tlz-k","9571","312","20","0","187"
"LZVZ98EK55o","6471","569","8","0","180"
"3Df6s7L_IF4","13940","1112","138","0","450"
"hLDGyRSYv1o","39158","1248","71","0","656"
"ZOdE56OUjvQ","4299","218","6","0","41"
"GGqJwIboJB0","17614","1232","36","0","261"
"NLpeTIgtiMA","6051","274","13","0","208"
"_nQvWnWJP94","12736","949","15","0","380"
"oaM6Sooeayo","14602","679","45","0","129"
"Bj7td7-vo4U","18401","1254","18","0","381"
"PuCYbZQILVI","15269","605","30","0","266"
"LBd_gICrCnQ","18279","558","21","0","68"
"fbSVKdxZa4s","4884","206","19","0","60"
"uXB-F0RJ5Z0","15445","786","30","0","175"
"PUPIoPE2YYY","30593","1212","121","0","709"
"jjQUVkhEtvE","12955","726","23","0","194"
"OZPq4jRbSos","13001","1321","80","0","316"
"n0e3Ao-34to","15885","671","24","0","148"
"VTpFywuSwq8","2652","172","7","0","51"
"_wD8GZyJcVI","46861","3297","297","0","1074"
"vrXjbhFkCUc","16273","933","50","0","293"
"fipLZcW4HCg","12733","937","9","0","422"
"jsfK2vKxiU8","5355","264","5","0","36"
"7XQak55jGYk","23664","1464","129","0","582"
"arD9Uk9JvTY","16240","799","28","0","193"
"qEAPR3qJ4UA","13062","983","96","0","293"
"yRkHDeoNgYE","10132","755","109","0","349"
"gYZ04mGVAgo","51741","2511","138","0","976"
"eQ59wRNkbwo","10981","872","51","0","282"
"ySw2aozxxN4","12369","489","24","0","158"
"xqpfMcIExq8","789","75","7","0","39"
"2NcR3qcHZmg","8771","512","7","0","205"
"gMLJm36ezKM","17912","1404","99","0","715"
"fdZ0faf0k-s","15685","1065","16","0","273"
"g4L08T8K20o","27645","1978","242","0","782"
"zwZXuAsWli8","30102","1616","75","0","555"
"L2E0pLVt1EY","17495","574","32","0","131"
"_Kwbv4oH8J0","3317","94","3","0","23"
"qbEUaakIA3A","96060","3001","202","0","1377"
"g3On0i8QTe0","1987","53","0","0","16"
"YjKwIyyupKQ","1027","39","0","0","13"
"P5TjFvExFFs","6317","244","11","0","114"
"ssQjJzZ-gJA","23726","897","72","0","522"
"YjmT260Z9HI","9456","426","13","0","116"
"HHLZ1K1QN4Y","3153","117","5","0","35"
"qYEkT2vYD0Q","5882","379","2","0","85"
"y_AW61R_jog","9499","389","12","0","100"
"J8hUUo4hzew","77522","4260","823","0","2062"
"eKvTnGGxp7k","51858","1655","163","0","633"
"JR_G5YfQS4o","5194","85","11","0","24"
"LeRhVtD3rc8","5277","274","4","0","80"
"gWvoeQ1rmpg","659","53","4","0","12"
"GcW8Lelv-pE","11176","546","37","0","128"
"8JZ5GnUkYD0","18090","419","16","0","95"
"dI1di0rijEc","7608","282","4","0","68"
"Vu1SgVtkIbU","11241","448","24","0","333"
"yBeroFbHWME","1839","61","7","0","39"
"9lrIEp_o3NU","17412","692","15","0","214"
"866r2uZnVd8","2617","71","1","0","14"
"1gH47kXNZws","6188","206","28","0","39"
"Qc1AiBvEc9o","1032","73","0","0","14"
"LYk-QKci2uc","18439","1726","24","0","227"
"6Th2IjdZjIE","1247","67","8","0","33"
"qndHB6cCVMA","31263","1008","99","0","408"
"LC7sAMgujDQ","2624","98","4","0","23"
"Z3M8hz0asNE","2678","182","2","0","37"
"8vFNNENCvuY","30878","1607","60","0","573"
"vPYH4nCg3Z0","16472","730","23","0","163"
"ht3PbFHIy34","13122","1011","17","0","99"
"hZBRzOZ_VOI","13706","513","44","0","103"
"7fw8JJpH0Yc","4816","141","26","0","49"
"pyBJ4KUpqPk","128192","5343","1455","0","2613"
"NRyFx6M4Xts","2926","125","14","0","47"
"48E3wYm5E20","3950","164","8","0","42"
"3yL8QjbUUB4","6591","556","4","0","122"
"s-OmmFOtp7g","1886","167","2","0","34"
"PSDhujj-FCw","4139","136","6","0","32"
"QvCPkVa8Rxg","20044","953","10","0","208"
"nmbZf_8k7JU","46686","1366","167","0","1362"
"7pfJSgTRvO0","7676","492","14","0","117"
"2I2koCe10UA","19354","529","22","0","77"
"HFIBmUiBvQA","238","27","1","0","1"
"Q3B3RgMG2os","1236","45","1","0","17"
"W3yMqNVkzfE","4597","130","14","0","36"
"tM2sxA6AkJg","31709","2036","750","0","674"
"kPrfc2ofZvc","787","64","1","0","16"
"2ArGd-v8MDU","8795","322","13","0","100"
"Hq6QM7LGkjY","10106","358","47","0","104"
"6hhBlUad_lc","7260","351","66","0","94"
"I6YNMBR-1iY","23176","1802","519","0","1310"
"H8ei-M5pGUw","7060","240","58","0","252"
"XjcpaHwEEAY","40462","2239","602","0","1644"
"i1spwKCbgiE","34524","2461","859","0","1286"
"Q91objRfQcI","565","47","1","0","8"
"ycr8XuVOuqg","274832","12782","6170","0","4611"
"GyMyrvwLb8c","51211","2224","1031","0","1416"
"HTkh83frR9Y","12248","603","180","0","146"
"b7W14U9zYXs","8842","291","36","0","81"
"aj-bY9qTcVA","11156","433","6","0","145"
"HZNQXiKv7-c","2646","121","19","0","14"
"Ster5qHwjkI","15785","566","113","0","272"
"PTlgltTB5Cs","8529","565","6","0","206"
"OWKPb9r8Ank","14278","1143","21","0","350"
"S2ggbYIW_sA","7893","895","5","0","116"
"w_cYwxU4m24","4316","630","2","0","84"
"4GBqr0s0HTY","4680","169","48","0","173"
"xnaM3FOGq0M","9937","814","452","0","105"
"GlCX260_39k","2466","271","3","0","67"
"VVteM1N59KE","8635","458","20","0","67"
"YU322A3ohdU","19517","901","72","0","363"
"s4ciAw2X-8U","1549","85","2","0","39"
"gLFPD5UUl8g","22197","1999","1625","0","698"
"RH7s1hxT_9k","1917","72","25","0","29"
"XghvVqf6hbU","7098","533","102","0","145"
"Elr0G8lXAWo","7717","231","57","0","140"
"QZ_fMC0-2Es","1064","51","1","0","7"
"UdvXLLKco3I","6834","191","125","0","436"
"4kWX4nb1Rko","2423","78","2","0","16"
"uuSsC_w879g","1716","56","3","0","14"
"bZCcT5UzX3w","615","26","0","0","3"
"0CTc3GHkofM","1364","67","5","0","15"
"9GVjK1BmdRU","1123","44","3","0","13"
"LixZoi9vi30","562","24","2","0","5"
"xaFAaRPS-ok","1336","31","2","0","8"
"JqMHDCEt7Hk","19180","1574","46","0","290"
"ZkLAMrJukkI","1840","200","0","0","39"
"PBZHewl5jMQ","264","19","1","0","4"
"q0DkS83I7FQ","2458","135","2","0","80"
"ouNmkPfST-E","5113","203","4","0","37"
"v3ewpvMZ078","979","53","2","0","5"
"kTtYo6ZjTg4","146","10","1","0","11"
"Ds8yFWAjXEc","21023","1179","775","0","571"
"7j_a1_rCpQ8","11626","526","25","0","133"
"noPoh-SpB4M","2714","165","5","0","30"
"L3tV2dWONcg","10400","545","25","0","223"
"PeTbTVQoOak","687","4","1","0","0"
"KUL2pI1psSw","102456","7989","270","0","3211"
"zhfYKKzSCI8","62777","2861","80","0","778"
"x45r5QlSM7E","22477","2032","34","0","754"
"aXko_CeXOJ8","42680","4504","60","0","1038"
"qs03am0Y8Oc","31652","3435","41","0","1004"
"JXjrSue30VU","36870","4371","49","0","1168"
"daIWQZHbwjY","35573","1600","52","0","484"
"r2Uosm7bqUA","46522","3767","69","0","778"
"7b5smCDrROM","40321","1347","44","0","695"
"xQjFXvQVt6M","30611","2428","71","0","1036"
"BdEK9esGI2c","56854","3275","96","0","783"
"zpUFn9QHUJI","25866","2183","45","0","1044"
"eG3ZvamYq7Y","59932","3903","105","0","1368"
"syYRzhVYT6U","12942","802","20","0","167"
"wsOYhTNpgqc","32953","3993","61","0","1626"
"Noa2VN5UD60","23652","1346","31","0","365"
"pSxMhMLSkw0","16479","1754","28","0","562"
"WblQvasCb10","39067","1228","46","0","571"
"3_j4xGvg6rs","32207","3181","90","0","1057"
"eliR26I61iQ","30534","3284","35","0","830"
"LyhLbygSd_I","30285","2182","119","0","860"
"YvvtaeYcnes","34391","3033","75","0","981"
"Vq-FHBTX6Es","16946","1244","43","0","296"
"z1Aj80pZFCA","54113","4487","117","0","1668"
"KNJ0j3AuzRY","32480","2238","60","0","628"
"CRRUM_Ky04g","30155","3601","69","0","1179"
"ucEdADGcl2M","24933","1804","27","0","295"
"MV572Zmhutc","22113","1547","37","0","513"
"mjko5-V21zs","19602","1920","34","0","823"
"0Smeip6LqSY","41875","2350","130","0","740"
"7y-c59e4_IY","22104","2261","59","0","534"
"N0ehF33InRE","26024","3075","33","0","866"
"c5Nt1lB5V_I","57147","4066","161","0","1191"
"19Uzs7R28Hg","99546","5532","377","0","2719"
"52wGb7qt8Xg","205366","10808","623","0","2996"
"e8E3VjkSDqo","256159","10037","573","0","2262"
"dsclp7k67nY","136890","4661","339","0","1558"
"64jdyN5RMsc","36264","2270","89","0","1543"
"y6gmJyRet6M","28297","3110","51","0","765"
"Wwi6lYSEgEs","153427","9307","444","0","2998"
"_OS2KOwZ6xw","162918","9078","542","0","3635"
"-FUsNjaxv0E","23847","2552","79","0","809"
"wOrOCv6UHYo","28706","2471","105","0","868"
"xztnM_Aiz1Y","28640","3271","39","0","896"
"obdW1FRAn6A","128188","6125","458","0","1448"
"gRPE1krJ5jQ","22263","3293","43","0","728"
"9DrqkmG0D1g","71786","5112","142","0","1309"
"mSoqLms1KrM","51413","3379","181","0","1140"
"AN8NVLjnOG8","15154","1463","27","0","454"
"NI2NnBoL09Q","38327","3397","138","0","968"
"NySyI-tTkWo","95761","4250","108","0","878"
"xBne9WkT9Ls","41976","2511","201","0","1847"
"p4OKEXyeFoo","51349","4599","170","0","1378"
"WIOIs0T85Kk","17514","1151","50","0","436"
"r4JDQ2y2B9s","276209","8061","1069","0","3420"
"YVq7mqZ_QU0","24106","2165","50","0","705"
"VfN4WImhtB0","72011","3449","80","0","1168"
"LVn7PTIsO0M","51703","2332","84","0","1062"
"vm4mVV2DR2A","13760","1159","15","0","443"
"RICzhqZshHA","16650","1623","21","0","406"
"mhEPSrson8U","37446","2374","52","0","634"
"PNe__cIZjxM","76926","4263","193","0","1274"
"a6hJ8H_KYoI","51008","2768","62","0","773"
"ms7o2VBVl8A","30981","3342","61","0","1009"
"h7CHd-w02lc","197187","9273","444","0","2380"
"0ZoGyHaglsE","36586","2472","113","0","964"
"UGP7bDr8Ito","44392","3196","179","0","940"
"MRwdpiV64iM","45794","3328","138","0","1106"
"VQ3Xdb-wvBs","150842","9514","980","0","3662"
"0hXkeTsOhiQ","27203","2797","74","0","498"
"yIbgumSFUXU","36296","2793","76","0","803"
"mzYgQN1kuzw","65702","4273","298","0","1091"
"7vLoaHP7DpM","40562","2913","109","0","1391"
"ISK7jvxuz-I","271238","12739","844","0","5510"
"U7kL6taDvWw","16121","986","22","0","235"
"oLOF5wq_xuY","13975","1058","28","0","292"
"mbgQBryCiKM","27979","1899","48","0","579"
"BXReMcu4FH4","10036","775","19","0","174"
"k_ZwsMg_Goo","36502","3007","78","0","1107"
"YaZ8KumWLpM","22545","1678","100","0","629"
"rmxanL9CO-8","14843","1456","15","0","279"
"ItcXv7D6sag","30285","1084","33","0","365"
"-LXI8qnUEV8","38213","2533","105","0","903"
"ZrLKg0fQXYk","19827","2562","72","0","517"
"ZHyz7mFGWW4","7045","248","15","0","214"
"ih4RYO1te8s","63790","4911","408","0","2124"
"mRNzBJ0Bg1s","115256","6032","234","0","1505"
"rc551ZafEv4","18486","982","101","0","1130"
"SohZhii6b-E","29209","1913","71","0","751"
"DQIwnnlnAPo","29247","2389","177","0","923"
"NZbQFViFv_A","32350","3077","124","0","681"
"DqZNNyBj2W8","17224","2578","16","0","726"
"F4n09Th-9yM","43659","2821","175","0","1007"
"FEA6Wz7TQFA","28912","2526","113","0","1209"
"WE7wjKOeVA0","30864","2841","101","0","717"
"TyBcezlU1X4","25526","2427","37","0","1037"
"JJ_nyas_YBo","19252","1167","50","0","282"
"MDPHz2XFKcw","57352","3636","71","0","906"
"Xm0l5hsykDc","409175","19717","1798","0","9245"
"6XMgqmLqTog","22719","2201","60","0","626"
"IwggrnlyYGo","62531","5236","84","0","1442"
"bRoKIWCeRbM","23337","1992","120","0","903"
"TaSgoy63laM","24400","2581","52","0","587"
"3x4nNCv8FEg","9859","816","15","0","235"
"xSqIHZbohdg","28786","1919","43","0","539"
"7ZdmdxzW9ew","15104","984","14","0","280"
"PiDNwgYRcHo","42069","2017","59","0","520"
"JY7onX6HM4Q","12984","858","18","0","301"
"WIsJfqGgahg","47094","3106","68","0","891"
"7yp7FHpK7kQ","49554","2254","49","0","616"
"m4zDj679bh0","35594","2131","45","0","987"
"NsJebAArCLk","10820","576","31","0","318"
"moJaoEtKJuM","19181","1196","49","0","228"
"FAw0sb1ne4Y","19613","1513","36","0","429"
"tJ4FtdZHw_s","4986","236","11","0","55"
"geZWSV15xfA","11591","840","18","0","258"
"hdkEhGSxSpQ","31836","2359","105","0","1145"
"kGZqGpPFyBU","75219","1709","60","0","611"
"omN0rOXY3I4","21820","1378","33","0","440"
"riQFPs5-0s4","8083","293","17","0","90"
"GSna020Z-2E","40053","1670","70","0","435"
"d7UWTQUJGcY","5134","280","11","0","147"
"FEuNssinjyE","18813","953","38","0","131"
"__CitAi2gJI","18495","719","57","0","115"
"P-skJ_1wC6M","7618","508","11","0","81"
"8gzdxHTemSk","4837","211","8","0","186"
"cTgXPRXOiQI","10042","301","38","0","271"
"4IYlLsgDWz0","5380","272","6","0","30"
"KVMAhyVB6C8","12156","793","76","0","403"
"b7r1qIa93pk","63711","3677","110","0","1320"
"L1Qs4Pdw2Ls","45864","2940","56","0","1576"
"0b6t0ieaMi0","35880","2951","120","0","855"
"jvpo_BaUZn0","35272","4053","60","0","882"
"9f4ZJHHx0Qo","63623","4403","145","0","3582"
"-5TXrjLBcGs","138891","10228","238","0","3091"
"U1mHV5BTeco","143516","5451","312","0","3615"
"tmf_V0lbWwg","22674","2764","24","0","966"
"koDNiMAb2Rw","82192","6840","107","0","2385"
"j8EkdouvVuo","122166","7658","167","0","2471"
"b_eFOJMzcBI","47011","5173","111","0","1452"
"iG_VnDwMyxY","14297","1370","34","0","430"
"oDYQvAp6Ao4","56515","4431","142","0","3117"
"RV_walFCEfk","38782","4097","92","0","1232"
"EnuxmUKilXc","12566","1515","26","0","331"
"3CUbosoMl60","28660","2296","69","0","824"
"BBcaQpeaga4","54293","4548","80","0","1303"
"6nsUe8-KZ7Y","23107","1976","43","0","425"
"mJkk10hUvew","16422","2382","39","0","473"
"8_-VJxadKj8","30308","2300","64","0","540"
"CGTR41f4Cqg","12898","1161","17","0","543"
"P9LJx70KWuE","92110","5911","149","0","2105"
"djXmjrmKSNY","60901","3000","115","0","1157"
"7vOzxpbn_dE","78342","3592","148","0","1066"
"UdF0wv_UYHI","32229","3087","88","0","713"
"cBJ6WBzHja0","42091","2801","102","0","889"
"SL8hGtA0_PI","50471","3056","178","0","917"
"WnQ3pmDjfkc","324770","13979","385","0","3967"
"f24XI0T8Ht4","19902","1610","46","0","683"
"gCOjEyz3izI","40975","3578","94","0","1305"
"8SlN8K4_Kbc","83658","4355","193","0","1650"
"ns89BugBvbs","171377","6477","143","0","1841"
"lQCfqyIj6I0","125880","8585","712","0","4807"
"4QJ3wYi_Fug","60778","3944","97","0","974"
"VoTt7-xVvuI","25157","1689","34","0","431"
"t1pRw_gTnWY","42032","4048","107","0","1192"
"xnj67B4bS1w","31629","2869","113","0","1284"
"BCOT0dl4pQg","96469","5563","225","0","1245"
"hZnVeTH1Luc","28289","1956","44","0","820"
"yIeZhDoU6zg","42793","2390","78","0","1236"
"p7esXcFW0v0","19144","1687","46","0","529"
"b7qK5HFvC7Y","9675","1121","19","0","279"
"SBCtJ_rZzac","53490","2551","68","0","1215"
"JIoyhG9D9Tc","43937","2847","128","0","1024"
"yKnV4dsluaY","67850","3250","88","0","1523"
"6KuUirPX0W8","24707","2205","74","0","1351"
"eWRGcPCKRHg","9572","1081","19","0","325"
"4Ed6kodJfLI","64199","5560","83","0","2104"
"kzmV2WpWblk","11767","1044","31","0","383"
"HK17zuhpDZU","10666","847","27","0","270"
"jkDNmbWN4kA","26142","1065","59","0","619"
"LjWD4V-l4tA","169846","8119","278","0","2484"
"aY2uv8fgQQk","25851","1820","125","0","1161"
"Or2EP07NvGE","47280","2771","94","0","777"
"6GAi4jiZQB4","37216","2550","106","0","702"
"DF6HHYcbmMg","42601","2090","95","0","670"
"Koj9V0e09Ic","65272","3233","237","0","955"
"3fN_20eU5Po","42296","2299","69","0","1009"
"GPuqGwQoXyE","46303","3307","78","0","833"
"GAOSGpdbZhs","25111","1797","53","0","481"
"aQzagByLed4","30509","2745","47","0","567"
"ENWtYvunRy0","35550","3088","94","0","796"
"T72nlyJTDro","22179","1450","26","0","566"
"b79EF-fp_d0","20731","2047","42","0","568"
"ecoxcypwy6E","24041","1730","70","0","495"
"mXElmf4aQ1s","26510","1922","44","0","450"
"4_N5jKQU440","40187","2505","71","0","1011"
"v6MdG0LltSo","23675","2051","55","0","610"
"8qmol4Urhqw","35009","2696","93","0","824"
"FZcHTt0Jz9c","41782","1779","114","0","650"
"Sb5KNEHONz8","23436","1953","29","0","618"
"XDkX3gqobBk","95636","3590","190","0","1256"
"GsbowsDtVn8","29141","1744","52","0","491"
"nef-iMy9OcI","19528","1344","29","0","316"
"JwIUJvKIHME","33572","1941","36","0","537"
"Yl-2F2S3XLo","20005","1008","38","0","489"
"G2jnm-X1ARA","27325","1508","77","0","262"
"1kbWxA2D_9M","34463","2034","201","0","843"
"4glysfmgOC0","54390","4421","125","0","1766"
"e8HHWyH1og4","27563","1888","69","0","730"
"2aauq4JdyK8","48184","2398","98","0","1772"
"12I-tmhRg1M","44398","2637","94","0","781"
"uuWc_I4kVzc","12525","1074","35","0","357"
"g5ck6pXg4xk","23722","1738","78","0","719"
"acHNiiDEYAU","38263","2163","65","0","688"
"dJy7-XmP88I","13277","629","29","0","278"
"QkTvRFuXomE","37561","1659","74","0","861"
"RJLoWiYDNRU","104493","3882","442","0","2804"
"DIZ3DVozFv8","50396","2540","156","0","861"
"51BaJpFdpfY","82393","4046","271","0","1839"
"5D0uKoIVGJw","63536","3119","196","0","1930"
"fxGT-zLy_iU","75595","3011","117","0","1460"
"P2POQxUqKq8","100242","3771","147","0","1140"
"WyvaiVnjnDE","10369","884","15","0","197"
"Ta-N19fdvbk","15263","1800","56","0","902"
"hB-1r1Vdyas","22452","1379","50","0","352"
"FI0i_T9xvJY","4088","348","11","0","86"
"KcdWdb4Ziv4","79157","3154","99","0","1246"
"x7QJEoMeLMs","16829","880","51","0","420"
"CyY7x4pg2UY","13637","1118","29","0","298"
"63vfqg2Hc0I","37941","4149","102","0","987"
"9uAS-VUsNJk","464606","15904","1765","0","9131"
"WE2Sj_Gxsvo","13883","1248","31","0","395"
"dHruTq-_2PM","6464","460","19","0","107"
"Wof4YhkzGW8","19117","868","52","0","372"
"0YkJhi0r2bo","7029","615","9","0","93"
"2NoBUvb_wJA","28079","975","82","0","485"
"DkYw5_Wi_2o","24948","1002","42","0","579"
"fh1ps3nkC3I","35779","1288","90","0","591"
"rOjdiuRjGNs","13213","699","15","0","189"
"RglxK1jaiKQ","14366","764","36","0","394"
"eGGTcbgQWAk","16893","985","29","0","270"
"KboVf2svRI4","6241","533","13","0","106"
"JMZdQiUXXqo","19328","1206","39","0","357"
"Mo8qHMNB9UU","111109","3564","510","0","1935"
"SN-C6ZmaNZ0","20258","1339","28","0","358"
"FZ9o0yXIoxg","11158","701","39","0","252"
"uw1igboViDI","11712","1356","31","0","231"
"SbaiO0Efp_I","13529","2047","12","0","421"
"H95bhPCXY6c","319519","11987","109","0","1869"
"jmeTnVywvwU","6017558","149183","9182","0","24566"
"0B9QKDbvRXI","3939958","153501","7662","0","57510"
"1u-HpmkAjiY","344728","14418","236","0","2772"
"IauXjfEe7So","172990","2770","57","0","1128"
"ZwIEKzZN_OU","229522","11455","174","0","1416"
"u-hSquVgv6c","525992","13086","490","0","7533"
"Gah1fbQK980","180438","13106","167","0","5056"
"GGYheliVLUw","1174659","44910","2970","0","19626"
"RiCvUrp53tQ","75861","4392","86","0","1435"
"EEQRjgOQrGo","84935","6655","91","0","2089"
"Zpny-OFGwq0","69675","5888","87","0","1342"
"OvVMB7IEiAE","199167","7707","270","0","1033"
"lA_BFY8fwgY","115384","5285","123","0","1520"
"cngy5ZTSgyM","86282","4831","87","0","1450"
"enxFVNgt7EI","147675","7052","352","0","1936"
"Y84CjgQxevU","883222","28817","1750","0","6059"
"dCNS31ygDng","192298","7071","225","0","1763"
"qtIMYAEok00","355407","13300","480","0","3850"
"qjXoBqOXErA","771246","20036","1051","0","8388"
"7FOkYKP9-9k","285387","8384","268","0","2153"
"vuHrBKMgTnk","59938","3163","93","0","794"
"tnbFXtSyO-Q","109431","6186","463","0","696"
"b-A-v5cU75s","196388","6797","150","0","1280"
"Km_LayAooZM","171584","8786","171","0","2021"
"mZd9rcXgjzI","218802","9601","267","0","2605"
"QqzYCAww_DA","96556","3758","187","0","873"
"DDuuqiYjMM4","113041","7270","101","0","3214"
"uQkY9wGotmY","138959","4607","206","0","565"
"q1Kw5ogvCo4","785345","26541","1641","0","8648"
"MpsbKTikqKE","284996","11369","401","0","4779"
"pG4I3y2xckc","467953","15995","858","0","4993"
"m6mf1D7_MSg","87437","4793","57","0","1065"
"RmSQbV6dIlA","235458","10744","310","0","2921"
"42_kD_QqjYA","229689","7294","500","0","2084"
"FUFyxaVhxO4","108368","10266","155","0","4235"
"wauDnlxm2q8","123873","5332","131","0","1501"
"om8E7hH0upQ","47916","4960","144","0","1220"
"ZapKXT6NXv0","406561","16907","461","0","4354"
"YIJw9T0FCl4","97103","7935","296","0","2547"
"XNERJ55mHiQ","85563","4275","85","0","1027"
