"V1","V2","freq"
"Lauren Southern","Jared Taylor",170
"Lauren Southern","Jeff Holiday",75
"Lauren Southern","JF Gariepy",99
"Lauren Southern","Joe Rogan",88
"Lauren Southern","Jordan Peterson",157
"Lauren Southern","Kraut and Tea",59
"Lauren Southern","Mark Collett",145
"Lauren Southern","Michael Knowles",4
"Lauren Southern","Mike Cernovich",50
"Lauren Southern","Millennial Woes",161
"Lauren Southern","Milo Yiannopoulos",473
"Lauren Southern","Mister Metokur",53
"Lauren Southern","Mouthy Buddha",67
"Lauren Southern","Mundane Matt",198
"Lauren Southern","Nicholas Fuentes",55
"Lauren Southern","No Bullshit",265
"Lauren Southern","Owen Benjamin",149
"Lauren Southern","Paul Joseph Watson",372
"Lauren Southern","Roaming Millenial",283
"Lauren Southern","Sargon of Akkad",450
"Lauren Southern","Some Black Guy",180
"Lauren Southern","Stefan Molyneaux",512
"Lauren Southern","Steven Crowder",364
"Lauren Southern","Styxhexenhammer666",262
"Lauren Southern","Tara McCarthy",28
"Lauren Southern","That Guy T",82
"Lauren Southern","Tim Pool",360
"Lauren Southern","Tommy Robinson",116
"Lauren Southern","Tree of Logic",129
"Lauren Southern","Vee",176
"Lauren Southern","Wife With a Purpose",26
"Mark Collett","Andrew Klavan",3
"Mark Collett","Andy Warski",270
"Mark Collett","Baked Alaska",28
"Mark Collett","Ben Shapiro",48
"Mark Collett","Black Pigeon Speaks",420
"Mark Collett","Blaire White",27
"Mark Collett","Blonde in the Belly of the Beast",219
"Mark Collett","Bre Faucheux",284
"Mark Collett","Brittany Pettibone",280
"Mark Collett","Bunty King",18
"Mark Collett","Candace Owens",8
"Mark Collett","Caolan Robertson",21
"Mark Collett","Chris Ray Gun",31
"Mark Collett","Coach Red Pill",178
"Mark Collett","Computing Forever",362
"Mark Collett","Dave Rubin",197
"Mark Collett","Dennis Prager",144
"Mark Collett","Destiny",39
"Mark Collett","Faith Goldy",56
"Mark Collett","Gavin McInness",116
"Mark Collett","James Allsup",250
"Mark Collett","Jared Taylor",385
"Mark Collett","Jeff Holiday",59
"Mark Collett","JF Gariepy",254
"Mark Collett","Joe Rogan",41
"Mark Collett","Jordan Peterson",91
"Mark Collett","Kraut and Tea",62
"Mark Collett","Lauren Southern",214
"Mark Collett","Michael Knowles",3
"Mark Collett","Mike Cernovich",57
"Mark Collett","Millennial Woes",383
"Mark Collett","Milo Yiannopoulos",312
"Mark Collett","Mister Metokur",64
"Mark Collett","Mouthy Buddha",71
"Mark Collett","Mundane Matt",170
"Mark Collett","Nicholas Fuentes",103
"Mark Collett","No Bullshit",236
"Mark Collett","Owen Benjamin",96
"Mark Collett","Paul Joseph Watson",348
"Mark Collett","Roaming Millenial",142
"Mark Collett","Sargon of Akkad",360
"Mark Collett","Some Black Guy",112
"Mark Collett","Stefan Molyneaux",448
"Mark Collett","Steven Crowder",168
"Mark Collett","Styxhexenhammer666",374
"Mark Collett","Tara McCarthy",62
"Mark Collett","That Guy T",68
"Mark Collett","Tim Pool",299
"Mark Collett","Tommy Robinson",76
"Mark Collett","Tree of Logic",120
"Mark Collett","Vee",226
"Mark Collett","Wife With a Purpose",62
"Michael Knowles","Andrew Klavan",2
"Michael Knowles","Andy Warski",6
"Michael Knowles","Ben Shapiro",7
"Michael Knowles","Black Pigeon Speaks",2
"Michael Knowles","Blonde in the Belly of the Beast",3
"Michael Knowles","Brittany Pettibone",4
"Michael Knowles","Coach Red Pill",2
"Michael Knowles","Computing Forever",3
"Michael Knowles","Dave Rubin",15
"Michael Knowles","Dennis Prager",10
"Michael Knowles","Gavin McInness",5
"Michael Knowles","James Allsup",4
"Michael Knowles","Jared Taylor",2
"Michael Knowles","Jeff Holiday",1
"Michael Knowles","JF Gariepy",2
"Michael Knowles","Joe Rogan",1
"Michael Knowles","Jordan Peterson",3
"Michael Knowles","Kraut and Tea",1
"Michael Knowles","Lauren Southern",4
"Michael Knowles","Mark Collett",1
"Michael Knowles","Mike Cernovich",2
"Michael Knowles","Millennial Woes",3
"Michael Knowles","Milo Yiannopoulos",13
"Michael Knowles","Mundane Matt",4
"Michael Knowles","No Bullshit",3
"Michael Knowles","Owen Benjamin",12
"Michael Knowles","Paul Joseph Watson",9
"Michael Knowles","Roaming Millenial",4
"Michael Knowles","Sargon of Akkad",4
"Michael Knowles","Some Black Guy",1
"Michael Knowles","Stefan Molyneaux",10
"Michael Knowles","Steven Crowder",15
"Michael Knowles","Styxhexenhammer666",5
"Michael Knowles","Tara McCarthy",1
"Michael Knowles","That Guy T",1
"Michael Knowles","Tim Pool",4
"Michael Knowles","Tree of Logic",3
"Michael Knowles","Vee",1
"Mike Cernovich","Andrew Klavan",5
"Mike Cernovich","Andy Warski",124
"Mike Cernovich","Baked Alaska",12
"Mike Cernovich","Ben Shapiro",80
"Mike Cernovich","Black Pigeon Speaks",103
"Mike Cernovich","Blaire White",12
"Mike Cernovich","Blonde in the Belly of the Beast",78
"Mike Cernovich","Bre Faucheux",27
"Mike Cernovich","Brittany Pettibone",79
"Mike Cernovich","Bunty King",17
"Mike Cernovich","Candace Owens",4
"Mike Cernovich","Caolan Robertson",7
"Mike Cernovich","Chris Ray Gun",8
"Mike Cernovich","Coach Red Pill",45
"Mike Cernovich","Computing Forever",134
"Mike Cernovich","Dave Rubin",168
"Mike Cernovich","Dennis Prager",81
"Mike Cernovich","Destiny",12
"Mike Cernovich","Faith Goldy",22
"Mike Cernovich","Gavin McInness",116
"Mike Cernovich","James Allsup",41
"Mike Cernovich","Jared Taylor",60
"Mike Cernovich","Jeff Holiday",18
"Mike Cernovich","JF Gariepy",54
"Mike Cernovich","Joe Rogan",46
"Mike Cernovich","Jordan Peterson",94
"Mike Cernovich","Kraut and Tea",14
"Mike Cernovich","Lauren Southern",48
"Mike Cernovich","Mark Collett",37
"Mike Cernovich","Michael Knowles",1
"Mike Cernovich","Millennial Woes",71
"Mike Cernovich","Milo Yiannopoulos",235
"Mike Cernovich","Mister Metokur",21
"Mike Cernovich","Mouthy Buddha",26
"Mike Cernovich","Mundane Matt",95
"Mike Cernovich","Nicholas Fuentes",31
"Mike Cernovich","No Bullshit",77
"Mike Cernovich","Owen Benjamin",172
"Mike Cernovich","Paul Joseph Watson",125
"Mike Cernovich","Roaming Millenial",46
"Mike Cernovich","Sargon of Akkad",125
"Mike Cernovich","Some Black Guy",60
"Mike Cernovich","Stefan Molyneaux",293
"Mike Cernovich","Steven Crowder",125
"Mike Cernovich","Styxhexenhammer666",340
"Mike Cernovich","Tara McCarthy",19
"Mike Cernovich","That Guy T",30
"Mike Cernovich","Tim Pool",229
"Mike Cernovich","Tommy Robinson",24
"Mike Cernovich","Tree of Logic",81
"Mike Cernovich","Vee",106
"Mike Cernovich","Wife With a Purpose",12
"Millennial Woes","Andrew Klavan",3
"Millennial Woes","Andy Warski",698
"Millennial Woes","Baked Alaska",63
"Millennial Woes","Ben Shapiro",87
"Millennial Woes","Black Pigeon Speaks",536
"Millennial Woes","Blaire White",22
"Millennial Woes","Blonde in the Belly of the Beast",432
"Millennial Woes","Bre Faucheux",415
"Millennial Woes","Brittany Pettibone",550
"Millennial Woes","Bunty King",74
"Millennial Woes","Candace Owens",6
"Millennial Woes","Caolan Robertson",14
"Millennial Woes","Chris Ray Gun",71
"Millennial Woes","Coach Red Pill",490
"Millennial Woes","Computing Forever",648
"Millennial Woes","Dave Rubin",515
"Millennial Woes","Dennis Prager",135
"Millennial Woes","Destiny",147
"Millennial Woes","Faith Goldy",70
"Millennial Woes","Gavin McInness",132
"Millennial Woes","James Allsup",251
"Millennial Woes","Jared Taylor",674
"Millennial Woes","Jeff Holiday",193
"Millennial Woes","JF Gariepy",897
"Millennial Woes","Joe Rogan",96
"Millennial Woes","Jordan Peterson",248
"Millennial Woes","Kraut and Tea",224
"Millennial Woes","Lauren Southern",208
"Millennial Woes","Mark Collett",595
"Millennial Woes","Michael Knowles",5
"Millennial Woes","Mike Cernovich",96
"Millennial Woes","Milo Yiannopoulos",697
"Millennial Woes","Mister Metokur",135
"Millennial Woes","Mouthy Buddha",216
"Millennial Woes","Mundane Matt",321
"Millennial Woes","Nicholas Fuentes",381
"Millennial Woes","No Bullshit",188
"Millennial Woes","Owen Benjamin",206
"Millennial Woes","Paul Joseph Watson",346
"Millennial Woes","Roaming Millenial",220
"Millennial Woes","Sargon of Akkad",788
"Millennial Woes","Some Black Guy",181
"Millennial Woes","Stefan Molyneaux",697
"Millennial Woes","Steven Crowder",219
"Millennial Woes","Styxhexenhammer666",869
"Millennial Woes","Tara McCarthy",95
"Millennial Woes","That Guy T",291
"Millennial Woes","Tim Pool",651
"Millennial Woes","Tommy Robinson",63
"Millennial Woes","Tree of Logic",271
"Millennial Woes","Vee",677
"Millennial Woes","Wife With a Purpose",161
"Milo Yiannopoulos","Andrew Klavan",17
"Milo Yiannopoulos","Andy Warski",1235
"Milo Yiannopoulos","Baked Alaska",48
"Milo Yiannopoulos","Ben Shapiro",478
"Milo Yiannopoulos","Black Pigeon Speaks",757
"Milo Yiannopoulos","Blaire White",195
"Milo Yiannopoulos","Blonde in the Belly of the Beast",472
"Milo Yiannopoulos","Bre Faucheux",132
"Milo Yiannopoulos","Brittany Pettibone",478
"Milo Yiannopoulos","Bunty King",179
"Milo Yiannopoulos","Candace Owens",44
"Milo Yiannopoulos","Caolan Robertson",30
"Milo Yiannopoulos","Chris Ray Gun",386
"Milo Yiannopoulos","Coach Red Pill",271
"Milo Yiannopoulos","Computing Forever",1212
"Milo Yiannopoulos","Dave Rubin",1550
"Milo Yiannopoulos","Dennis Prager",704
"Milo Yiannopoulos","Destiny",191
"Milo Yiannopoulos","Faith Goldy",126
"Milo Yiannopoulos","Gavin McInness",622
"Milo Yiannopoulos","James Allsup",450
"Milo Yiannopoulos","Jared Taylor",373
"Milo Yiannopoulos","Jeff Holiday",377
"Milo Yiannopoulos","JF Gariepy",337
"Milo Yiannopoulos","Joe Rogan",344
"Milo Yiannopoulos","Jordan Peterson",644
"Milo Yiannopoulos","Kraut and Tea",246
"Milo Yiannopoulos","Lauren Southern",493
"Milo Yiannopoulos","Mark Collett",262
"Milo Yiannopoulos","Michael Knowles",4
"Milo Yiannopoulos","Mike Cernovich",249
"Milo Yiannopoulos","Millennial Woes",452
"Milo Yiannopoulos","Mister Metokur",290
"Milo Yiannopoulos","Mouthy Buddha",264
"Milo Yiannopoulos","Mundane Matt",1045
"Milo Yiannopoulos","Nicholas Fuentes",166
"Milo Yiannopoulos","No Bullshit",735
"Milo Yiannopoulos","Owen Benjamin",646
"Milo Yiannopoulos","Paul Joseph Watson",1064
"Milo Yiannopoulos","Roaming Millenial",548
"Milo Yiannopoulos","Sargon of Akkad",1731
"Milo Yiannopoulos","Some Black Guy",794
"Milo Yiannopoulos","Stefan Molyneaux",1200
"Milo Yiannopoulos","Steven Crowder",1321
"Milo Yiannopoulos","Styxhexenhammer666",1099
"Milo Yiannopoulos","Tara McCarthy",51
"Milo Yiannopoulos","That Guy T",527
"Milo Yiannopoulos","Tim Pool",1309
"Milo Yiannopoulos","Tommy Robinson",189
"Milo Yiannopoulos","Tree of Logic",508
"Milo Yiannopoulos","Vee",899
"Milo Yiannopoulos","Wife With a Purpose",53
"Mister Metokur","Andrew Klavan",3
"Mister Metokur","Andy Warski",459
"Mister Metokur","Baked Alaska",37
"Mister Metokur","Ben Shapiro",51
"Mister Metokur","Black Pigeon Speaks",238
"Mister Metokur","Blaire White",33
"Mister Metokur","Blonde in the Belly of the Beast",65
"Mister Metokur","Bre Faucheux",31
"Mister Metokur","Brittany Pettibone",37
"Mister Metokur","Bunty King",59
"Mister Metokur","Candace Owens",2
"Mister Metokur","Caolan Robertson",1
"Mister Metokur","Chris Ray Gun",181
"Mister Metokur","Coach Red Pill",118
"Mister Metokur","Computing Forever",316
"Mister Metokur","Dave Rubin",144
"Mister Metokur","Dennis Prager",85
"Mister Metokur","Destiny",113
"Mister Metokur","Faith Goldy",9
"Mister Metokur","Gavin McInness",75
"Mister Metokur","James Allsup",150
"Mister Metokur","Jared Taylor",82
"Mister Metokur","Jeff Holiday",171
"Mister Metokur","JF Gariepy",204
"Mister Metokur","Joe Rogan",56
"Mister Metokur","Jordan Peterson",69
"Mister Metokur","Kraut and Tea",146
"Mister Metokur","Lauren Southern",53
"Mister Metokur","Mark Collett",75
"Mister Metokur","Mike Cernovich",26
"Mister Metokur","Millennial Woes",127
"Mister Metokur","Milo Yiannopoulos",267
"Mister Metokur","Mouthy Buddha",68
"Mister Metokur","Mundane Matt",407
"Mister Metokur","Nicholas Fuentes",70
"Mister Metokur","No Bullshit",253
"Mister Metokur","Owen Benjamin",89
"Mister Metokur","Paul Joseph Watson",159
"Mister Metokur","Roaming Millenial",90
"Mister Metokur","Sargon of Akkad",627
"Mister Metokur","Some Black Guy",162
"Mister Metokur","Stefan Molyneaux",192
"Mister Metokur","Steven Crowder",195
"Mister Metokur","Styxhexenhammer666",271
"Mister Metokur","Tara McCarthy",8
"Mister Metokur","That Guy T",120
"Mister Metokur","Tim Pool",276
"Mister Metokur","Tommy Robinson",12
"Mister Metokur","Tree of Logic",84
"Mister Metokur","Vee",317
"Mister Metokur","Wife With a Purpose",9
"Mouthy Buddha","Andy Warski",226
"Mouthy Buddha","Baked Alaska",23
"Mouthy Buddha","Ben Shapiro",45
"Mouthy Buddha","Black Pigeon Speaks",160
"Mouthy Buddha","Blaire White",17
"Mouthy Buddha","Blonde in the Belly of the Beast",86
"Mouthy Buddha","Bre Faucheux",36
"Mouthy Buddha","Brittany Pettibone",75
"Mouthy Buddha","Bunty King",51
"Mouthy Buddha","Caolan Robertson",9
"Mouthy Buddha","Chris Ray Gun",60
"Mouthy Buddha","Coach Red Pill",101
"Mouthy Buddha","Computing Forever",216
"Mouthy Buddha","Dave Rubin",195
"Mouthy Buddha","Dennis Prager",73
"Mouthy Buddha","Destiny",78
"Mouthy Buddha","Faith Goldy",21
"Mouthy Buddha","Gavin McInness",63
"Mouthy Buddha","James Allsup",74
"Mouthy Buddha","Jared Taylor",63
"Mouthy Buddha","Jeff Holiday",92
"Mouthy Buddha","JF Gariepy",154
"Mouthy Buddha","Joe Rogan",65
"Mouthy Buddha","Jordan Peterson",134
"Mouthy Buddha","Kraut and Tea",71
"Mouthy Buddha","Lauren Southern",64
"Mouthy Buddha","Mark Collett",65
"Mouthy Buddha","Mike Cernovich",29
"Mouthy Buddha","Millennial Woes",141
"Mouthy Buddha","Milo Yiannopoulos",240
"Mouthy Buddha","Mister Metokur",64
"Mouthy Buddha","Mundane Matt",129
"Mouthy Buddha","Nicholas Fuentes",35
"Mouthy Buddha","No Bullshit",107
"Mouthy Buddha","Owen Benjamin",118
"Mouthy Buddha","Paul Joseph Watson",118
"Mouthy Buddha","Roaming Millenial",86
"Mouthy Buddha","Sargon of Akkad",255
"Mouthy Buddha","Some Black Guy",125
"Mouthy Buddha","Stefan Molyneaux",161
"Mouthy Buddha","Steven Crowder",129
"Mouthy Buddha","Styxhexenhammer666",169
"Mouthy Buddha","Tara McCarthy",10
"Mouthy Buddha","That Guy T",97
"Mouthy Buddha","Tim Pool",232
"Mouthy Buddha","Tommy Robinson",12
"Mouthy Buddha","Tree of Logic",73
"Mouthy Buddha","Vee",167
"Mouthy Buddha","Wife With a Purpose",13
"Mundane Matt","Andrew Klavan",9
"Mundane Matt","Andy Warski",1520
"Mundane Matt","Baked Alaska",27
"Mundane Matt","Ben Shapiro",225
"Mundane Matt","Black Pigeon Speaks",669
"Mundane Matt","Blaire White",125
"Mundane Matt","Blonde in the Belly of the Beast",329
"Mundane Matt","Bre Faucheux",62
"Mundane Matt","Brittany Pettibone",232
"Mundane Matt","Bunty King",255
"Mundane Matt","Candace Owens",18
"Mundane Matt","Caolan Robertson",8
"Mundane Matt","Chris Ray Gun",596
"Mundane Matt","Coach Red Pill",292
"Mundane Matt","Computing Forever",1578
"Mundane Matt","Dave Rubin",896
"Mundane Matt","Dennis Prager",361
"Mundane Matt","Destiny",228
"Mundane Matt","Faith Goldy",60
"Mundane Matt","Gavin McInness",268
"Mundane Matt","James Allsup",394
"Mundane Matt","Jared Taylor",190
"Mundane Matt","Jeff Holiday",703
"Mundane Matt","JF Gariepy",315
"Mundane Matt","Joe Rogan",189
"Mundane Matt","Jordan Peterson",334
"Mundane Matt","Kraut and Tea",317
"Mundane Matt","Lauren Southern",280
"Mundane Matt","Mark Collett",169
"Mundane Matt","Michael Knowles",7
"Mundane Matt","Mike Cernovich",107
"Mundane Matt","Millennial Woes",292
"Mundane Matt","Milo Yiannopoulos",1294
"Mundane Matt","Mister Metokur",468
"Mundane Matt","Mouthy Buddha",177
"Mundane Matt","Nicholas Fuentes",80
"Mundane Matt","No Bullshit",1013
"Mundane Matt","Owen Benjamin",338
"Mundane Matt","Paul Joseph Watson",607
"Mundane Matt","Roaming Millenial",491
"Mundane Matt","Sargon of Akkad",2191
"Mundane Matt","Some Black Guy",839
"Mundane Matt","Stefan Molyneaux",756
"Mundane Matt","Steven Crowder",671
"Mundane Matt","Styxhexenhammer666",1039
"Mundane Matt","Tara McCarthy",24
"Mundane Matt","That Guy T",600
"Mundane Matt","Tim Pool",1610
"Mundane Matt","Tommy Robinson",75
"Mundane Matt","Tree of Logic",437
"Mundane Matt","Vee",1468
"Mundane Matt","Wife With a Purpose",35
"Nicholas Fuentes","Andy Warski",371
"Nicholas Fuentes","Baked Alaska",58
"Nicholas Fuentes","Ben Shapiro",48
"Nicholas Fuentes","Black Pigeon Speaks",100
"Nicholas Fuentes","Blaire White",8
"Nicholas Fuentes","Blonde in the Belly of the Beast",87
"Nicholas Fuentes","Bre Faucheux",135
"Nicholas Fuentes","Brittany Pettibone",133
"Nicholas Fuentes","Bunty King",28
"Nicholas Fuentes","Candace Owens",2
"Nicholas Fuentes","Caolan Robertson",5
"Nicholas Fuentes","Chris Ray Gun",14
"Nicholas Fuentes","Coach Red Pill",156
"Nicholas Fuentes","Computing Forever",106
"Nicholas Fuentes","Dave Rubin",167
"Nicholas Fuentes","Dennis Prager",47
"Nicholas Fuentes","Destiny",106
"Nicholas Fuentes","Faith Goldy",21
"Nicholas Fuentes","Gavin McInness",55
"Nicholas Fuentes","James Allsup",105
"Nicholas Fuentes","Jared Taylor",219
"Nicholas Fuentes","Jeff Holiday",48
"Nicholas Fuentes","JF Gariepy",421
"Nicholas Fuentes","Joe Rogan",36
"Nicholas Fuentes","Jordan Peterson",58
"Nicholas Fuentes","Kraut and Tea",44
"Nicholas Fuentes","Lauren Southern",52
"Nicholas Fuentes","Mark Collett",159
"Nicholas Fuentes","Michael Knowles",3
"Nicholas Fuentes","Mike Cernovich",58
"Nicholas Fuentes","Millennial Woes",399
"Nicholas Fuentes","Milo Yiannopoulos",196
"Nicholas Fuentes","Mister Metokur",72
"Nicholas Fuentes","Mouthy Buddha",71
"Nicholas Fuentes","Mundane Matt",57
"Nicholas Fuentes","No Bullshit",59
"Nicholas Fuentes","Owen Benjamin",89
"Nicholas Fuentes","Paul Joseph Watson",83
"Nicholas Fuentes","Roaming Millenial",67
"Nicholas Fuentes","Sargon of Akkad",122
"Nicholas Fuentes","Some Black Guy",57
"Nicholas Fuentes","Stefan Molyneaux",184
"Nicholas Fuentes","Steven Crowder",66
"Nicholas Fuentes","Styxhexenhammer666",276
"Nicholas Fuentes","Tara McCarthy",27
"Nicholas Fuentes","That Guy T",84
"Nicholas Fuentes","Tim Pool",161
"Nicholas Fuentes","Tommy Robinson",8
"Nicholas Fuentes","Tree of Logic",83
"Nicholas Fuentes","Vee",177
"Nicholas Fuentes","Wife With a Purpose",39
"No Bullshit","Andrew Klavan",3
"No Bullshit","Andy Warski",777
"No Bullshit","Baked Alaska",18
"No Bullshit","Ben Shapiro",229
"No Bullshit","Black Pigeon Speaks",567
"No Bullshit","Blaire White",193
"No Bullshit","Blonde in the Belly of the Beast",243
"No Bullshit","Bre Faucheux",61
"No Bullshit","Brittany Pettibone",197
"No Bullshit","Bunty King",94
"No Bullshit","Candace Owens",53
"No Bullshit","Caolan Robertson",15
"No Bullshit","Chris Ray Gun",360
"No Bullshit","Coach Red Pill",187
"No Bullshit","Computing Forever",818
"No Bullshit","Dave Rubin",468
"No Bullshit","Dennis Prager",534
"No Bullshit","Destiny",117
"No Bullshit","Faith Goldy",87
"No Bullshit","Gavin McInness",309
"No Bullshit","James Allsup",656
"No Bullshit","Jared Taylor",230
"No Bullshit","Jeff Holiday",207
"No Bullshit","JF Gariepy",140
"No Bullshit","Joe Rogan",188
"No Bullshit","Jordan Peterson",154
"No Bullshit","Kraut and Tea",112
"No Bullshit","Lauren Southern",281
"No Bullshit","Mark Collett",249
"No Bullshit","Michael Knowles",2
"No Bullshit","Mike Cernovich",69
"No Bullshit","Millennial Woes",142
"No Bullshit","Milo Yiannopoulos",733
"No Bullshit","Mister Metokur",217
"No Bullshit","Mouthy Buddha",136
"No Bullshit","Mundane Matt",804
"No Bullshit","Nicholas Fuentes",47
"No Bullshit","Owen Benjamin",238
"No Bullshit","Paul Joseph Watson",887
"No Bullshit","Roaming Millenial",491
"No Bullshit","Sargon of Akkad",945
"No Bullshit","Some Black Guy",662
"No Bullshit","Stefan Molyneaux",620
"No Bullshit","Steven Crowder",942
"No Bullshit","Styxhexenhammer666",488
"No Bullshit","Tara McCarthy",20
"No Bullshit","That Guy T",181
"No Bullshit","Tim Pool",760
"No Bullshit","Tommy Robinson",77
"No Bullshit","Tree of Logic",298
"No Bullshit","Vee",410
"No Bullshit","Wife With a Purpose",27
"Owen Benjamin","Andrew Klavan",22
"Owen Benjamin","Andy Warski",504
"Owen Benjamin","Baked Alaska",30
"Owen Benjamin","Ben Shapiro",322
"Owen Benjamin","Black Pigeon Speaks",294
"Owen Benjamin","Blaire White",43
"Owen Benjamin","Blonde in the Belly of the Beast",224
"Owen Benjamin","Bre Faucheux",57
"Owen Benjamin","Brittany Pettibone",256
"Owen Benjamin","Bunty King",108
"Owen Benjamin","Candace Owens",19
"Owen Benjamin","Caolan Robertson",14
"Owen Benjamin","Chris Ray Gun",129
"Owen Benjamin","Coach Red Pill",159
"Owen Benjamin","Computing Forever",517
"Owen Benjamin","Dave Rubin",898
"Owen Benjamin","Dennis Prager",386
"Owen Benjamin","Destiny",68
"Owen Benjamin","Faith Goldy",67
"Owen Benjamin","Gavin McInness",514
"Owen Benjamin","James Allsup",166
"Owen Benjamin","Jared Taylor",154
"Owen Benjamin","Jeff Holiday",161
"Owen Benjamin","JF Gariepy",194
"Owen Benjamin","Joe Rogan",406
"Owen Benjamin","Jordan Peterson",549
"Owen Benjamin","Kraut and Tea",76
"Owen Benjamin","Lauren Southern",186
"Owen Benjamin","Mark Collett",109
"Owen Benjamin","Michael Knowles",13
"Owen Benjamin","Mike Cernovich",217
"Owen Benjamin","Millennial Woes",200
"Owen Benjamin","Milo Yiannopoulos",844
"Owen Benjamin","Mister Metokur",109
"Owen Benjamin","Mouthy Buddha",158
"Owen Benjamin","Mundane Matt",345
"Owen Benjamin","Nicholas Fuentes",93
"Owen Benjamin","No Bullshit",316
"Owen Benjamin","Paul Joseph Watson",311
"Owen Benjamin","Roaming Millenial",265
"Owen Benjamin","Sargon of Akkad",635
"Owen Benjamin","Some Black Guy",297
"Owen Benjamin","Stefan Molyneaux",769
"Owen Benjamin","Steven Crowder",862
"Owen Benjamin","Styxhexenhammer666",669
"Owen Benjamin","Tara McCarthy",23
"Owen Benjamin","That Guy T",169
"Owen Benjamin","Tim Pool",747
"Owen Benjamin","Tommy Robinson",90
"Owen Benjamin","Tree of Logic",219
"Owen Benjamin","Vee",418
"Owen Benjamin","Wife With a Purpose",23
"Paul Joseph Watson","Andrew Klavan",14
"Paul Joseph Watson","Andy Warski",459
"Paul Joseph Watson","Baked Alaska",21
"Paul Joseph Watson","Ben Shapiro",230
"Paul Joseph Watson","Black Pigeon Speaks",870
"Paul Joseph Watson","Blaire White",173
"Paul Joseph Watson","Blonde in the Belly of the Beast",320
"Paul Joseph Watson","Bre Faucheux",68
"Paul Joseph Watson","Brittany Pettibone",341
"Paul Joseph Watson","Bunty King",44
"Paul Joseph Watson","Candace Owens",73
"Paul Joseph Watson","Caolan Robertson",34
"Paul Joseph Watson","Chris Ray Gun",222
"Paul Joseph Watson","Coach Red Pill",188
"Paul Joseph Watson","Computing Forever",883
"Paul Joseph Watson","Dave Rubin",689
"Paul Joseph Watson","Dennis Prager",722
"Paul Joseph Watson","Destiny",55
"Paul Joseph Watson","Faith Goldy",130
"Paul Joseph Watson","Gavin McInness",398
"Paul Joseph Watson","James Allsup",449
"Paul Joseph Watson","Jared Taylor",327
"Paul Joseph Watson","Jeff Holiday",124
"Paul Joseph Watson","JF Gariepy",135
"Paul Joseph Watson","Joe Rogan",222
"Paul Joseph Watson","Jordan Peterson",258
"Paul Joseph Watson","Kraut and Tea",134
"Paul Joseph Watson","Lauren Southern",488
"Paul Joseph Watson","Mark Collett",327
"Paul Joseph Watson","Michael Knowles",7
"Paul Joseph Watson","Mike Cernovich",116
"Paul Joseph Watson","Millennial Woes",244
"Paul Joseph Watson","Milo Yiannopoulos",1102
"Paul Joseph Watson","Mister Metokur",148
"Paul Joseph Watson","Mouthy Buddha",118
"Paul Joseph Watson","Mundane Matt",547
"Paul Joseph Watson","Nicholas Fuentes",50
"Paul Joseph Watson","No Bullshit",940
"Paul Joseph Watson","Owen Benjamin",240
"Paul Joseph Watson","Roaming Millenial",400
"Paul Joseph Watson","Sargon of Akkad",1021
"Paul Joseph Watson","Some Black Guy",429
"Paul Joseph Watson","Stefan Molyneaux",1056
"Paul Joseph Watson","Steven Crowder",887
"Paul Joseph Watson","Styxhexenhammer666",697
"Paul Joseph Watson","Tara McCarthy",39
"Paul Joseph Watson","That Guy T",157
"Paul Joseph Watson","Tim Pool",765
"Paul Joseph Watson","Tommy Robinson",222
"Paul Joseph Watson","Tree of Logic",243
"Paul Joseph Watson","Vee",349
"Paul Joseph Watson","Wife With a Purpose",31
"Roaming Millenial","Andrew Klavan",5
"Roaming Millenial","Andy Warski",394
"Roaming Millenial","Baked Alaska",7
"Roaming Millenial","Ben Shapiro",127
"Roaming Millenial","Black Pigeon Speaks",271
"Roaming Millenial","Blaire White",155
"Roaming Millenial","Blonde in the Belly of the Beast",324
"Roaming Millenial","Bre Faucheux",52
"Roaming Millenial","Brittany Pettibone",233
"Roaming Millenial","Bunty King",64
"Roaming Millenial","Candace Owens",32
"Roaming Millenial","Caolan Robertson",14
"Roaming Millenial","Chris Ray Gun",131
"Roaming Millenial","Coach Red Pill",89
"Roaming Millenial","Computing Forever",441
"Roaming Millenial","Dave Rubin",471
"Roaming Millenial","Dennis Prager",301
"Roaming Millenial","Destiny",74
"Roaming Millenial","Faith Goldy",57
"Roaming Millenial","Gavin McInness",136
"Roaming Millenial","James Allsup",210
"Roaming Millenial","Jared Taylor",143
"Roaming Millenial","Jeff Holiday",143
"Roaming Millenial","JF Gariepy",83
"Roaming Millenial","Joe Rogan",75
"Roaming Millenial","Jordan Peterson",200
"Roaming Millenial","Kraut and Tea",62
"Roaming Millenial","Lauren Southern",286
"Roaming Millenial","Mark Collett",113
"Roaming Millenial","Michael Knowles",3
"Roaming Millenial","Mike Cernovich",37
"Roaming Millenial","Millennial Woes",129
"Roaming Millenial","Milo Yiannopoulos",409
"Roaming Millenial","Mister Metokur",59
"Roaming Millenial","Mouthy Buddha",90
"Roaming Millenial","Mundane Matt",327
"Roaming Millenial","Nicholas Fuentes",39
"Roaming Millenial","No Bullshit",390
"Roaming Millenial","Owen Benjamin",143
"Roaming Millenial","Paul Joseph Watson",338
"Roaming Millenial","Sargon of Akkad",508
"Roaming Millenial","Some Black Guy",347
"Roaming Millenial","Stefan Molyneaux",366
"Roaming Millenial","Steven Crowder",422
